county,state,season,report_num,latitude,longitude,date,number,classification,temp_hi,temp_lo,id
Grays Harbor County,Washington,Spring,Report 23558: Friends lost on backroads west of Olympia are stunned by a creature with large green eyes,46.98278,-123.1742,2008,23558,Class A,43.76,39.815,53
Grays Harbor County,Washington,Summer,Report 24216: Possible vocalizations heard near a fish hatchery on the Humptulips River,47.2331,-123.9878,2008,24216,Class B,60.89,57.82,53
Grays Harbor County,Washington,Summer,Report 24379: Daylight road-crossing sighting by the U.S. Postal Carrier for the town of Quinault Lake (w/ low quality cellphone photos),47.50319,-123.8343,2008,24379,Class A,76.5,61.96,53
Grays Harbor County,Washington,Summer,Report 41111: Woman standing on her elevated deck is approached from underneath by something large near Ocean Shores,46.96189,-124.1692,2009,41111,Class B,62.73,58.045,53
Grays Harbor County,Washington,Fall,Report 28532: Hunter near Raymond hears what sounds like a sasquatch chasing and killing a deer,46.82742,-123.7095,2010,28532,Class B,48.71,43.58,53
Grays Harbor County,Washington,Spring,Report 35669: Possible rock throwing incident while taking photos off of Hwy. 109 near Pacific Beach,47.19006,-124.199,2012,35669,Class B,57.54,52.425,53
Grays Harbor County,Washington,Fall,Report 42448: Motorist has a close daylight sighting of a Sasquatch chasing a deer near Ocean Shores (Sketches included),47.0562,-124.0556,2013,42448,Class A,56.52,52.29,53
Grays Harbor County,Washington,Spring,Report 46520: Homeowner has possible encounter while in his yard near Ocean Shores,46.96114,-124.1526,2014,46520,Class B,52.56,49.095,53
Grays Harbor County,Washington,Fall,"Report 65451: Sighting near Ocean City, Washington 2016",47.0709,-124.166,2016,65451,Class A,58.29,53.745,53
Grays Harbor County,Washington,Fall,Report 62714: Elk hunter reports trees being pushed over and vocalizations in the Colonel Bob Wilderness,47.44,-123.7635,2018,62714,Class B,51.77,50.605,53
Island County,Washington,Fall,Report 9047: Morning dog walkers hear repeated vocalizations and find scat near Oak Harbor,48.247,-122.6916,2002,9047,Class B,57.74,52.565,53
Island County,Washington,Fall,Report 17903: Possible sighting by motorist on perimeter of Deception State Park,48.39936,-122.645,2007,17903,Class A,51.28,49.8,53
Island County,Washington,Winter,Report 25621: Possible vocalizations heard on Camano Island,48.17107,-122.5089,2009,25621,Class B,50.27,48.31,53
Jefferson County,Washington,Fall,Report 65807: Late night sighting on Highway 101 in between Forks and Kalaloch,47.72142,-124.3985,1977,65807,Class A,62.07,52.175,53
Jefferson County,Washington,Summer,Report 25462: Man remembers an encounter while fly fishing at a remote lake in the Olympic Mountains near Hood Canal,47.71782,-123.0533,1980,25462,Class B,NA,NA,53
Jefferson County,Washington,Fall,Report 941: Sighting by a hunter on the edge of a road,47.7079,-122.9179,1981,941,Class A,NA,NA,53
Jefferson County,Washington,Winter,Report 40378: Fishermen recount having large rocks thrown at them while fishing Steelhead on the Duckabush River,47.6653,-122.9714,1982,40378,Class B,50.57,NA,53
Jefferson County,Washington,Fall,Report 42408: Elk Hunter recalls observing what he thought was another hunter near Lake Quinault,47.49367,-123.8859,1982,42408,Class B,NA,NA,53
Jefferson County,Washington,Fall,Report 39025: Man remembers his daylight sighting of a bigfoot standing on a stump next to Discovery Bay,48.00503,-122.911,1986,39025,Class A,61.05,53.84,53
Jefferson County,Washington,Spring,Report 942: 17-18 inch tracks in the mud,47.7442,-122.8994,1996,942,Class B,67.2,57.465,53
Jefferson County,Washington,Spring,Report 945: Creature with red glowing eyes seen,47.57778,-124.2933,1999,945,Class C,66.4,54.42,53
Jefferson County,Washington,Summer,Report 6814: Couple Sees Large Animal and Hears Vocalizations and Knocks,47.4645,-123.8979,2000,6814,Class B,NA,NA,53
Jefferson County,Washington,Fall,Report 8978: Boys are chased on way home from bow hunting,47.9237,-122.8531,2001,8978,Class B,65.23,57.315,53
Jefferson County,Washington,Spring,Report 6309: Man see's an upright animal walk across the road,47.94056,-122.7919,2003,6309,Class A,57.14,51.315,53
Jefferson County,Washington,Summer,"Report 3613: Late at night, man hears powerful vocalizations south of Port Townsend",48.09725,-122.8241,2004,3613,Class B,59.76,55.7,53
Jefferson County,Washington,Spring,Report 5299: Camping group has night time sighting near the Dosewallips River,47.8306,-123.2135,2004,5299,Class A,54.24,48.485,53
Jefferson County,Washington,Fall,Report 11040: Vocalizations heard by expeditioners on Olympic Peninsula.,47.5532,-124.3324,2004,11040,Class B,52.9,50.965,53
Jefferson County,Washington,Spring,Report 12098: Hoh Rain Forest print photographed,47.86028,-123.9364,2005,12098,Class B,61.18,55.445,53
Jefferson County,Washington,Summer,"Report 12844: Hiker photographs track on trail in Hoh River rainforest, on the Olympic Peninsula",47.86697,-123.8796,2006,12844,Class B,42.16,34.65,53
Jefferson County,Washington,Spring,Report 23068: Unknown animal heard crashing through property near Blyn and Sequim Bay,48.03632,-122.9539,2008,23068,Class B,52.55,50.09,53
Jefferson County,Washington,Fall,Report 42304: Camper photographs possible footprints at Lena Lake in the Buckhorn Wilderness,47.61922,-123.1592,2013,42304,Class B,56.48,52.11,53
Jefferson County,Washington,Summer,Report 46477: For two nights campers are scared by loud vocalizations near Brinnon,47.67304,-122.941,2014,46477,Class B,64.08,58.865,53
Jefferson County,Washington,Winter,Report 57781: Couple visiting the Hoh River rainforest see a sasquatch cross the road near Bogachiel,47.82243,-124.195,2017,57781,Class A,41.62,37.805,53
Jefferson County,Washington,Summer,Report 67472: Rock thrown at vehicle plus Class B sighting 5 miles north of Quilcene,47.89745,-122.8345,2020,67472,Class B,76.76,69.67,53
King County,Washington,Spring,Report 2602: Loud vocalizations heard near Stevens Pass,47.7117,-121.1544,1970,2602,Class B,NA,NA,53
King County,Washington,Summer,Report 1384: Vocalizations heard by hikers,47.5225,-121.7569,1970,1384,Class B,58.56,52.075,53
King County,Washington,Spring,Report 1383: Creature seen running along a road,47.29944,-122.1806,1973,1383,Class A,47.18,44.08,53
King County,Washington,Fall,Report 24562: Man remembers running home when he and his friend spot a tall hairy creature near Woodinville,47.75034,-122.1979,1974,24562,Class A,69.4,56.345,53
King County,Washington,Summer,Report 4403: Late night encounter by young campers in Maple Valley Wa,47.40667,-122.0375,1975,4403,Class B,72.84,63.505,53
King County,Washington,Summer,"Report 4583: Early afternoon sighting by motorist on US Hwy 2, near Skykomish",47.6181,-121.3114,1977,4583,Class A,81.11,71.575,53
King County,Washington,Winter,"Report 956: Two men, four wheel driving, see Sasquatch on FS road",47.425,-121.4142,1982,956,Class A,22.87,22.41,53
King County,Washington,Summer,Report 1387: Father and son hear heavy footsteps made by an apparent bipedal creature,47.5103,-122.0456,1983,1387,Class C,72.65,63.93,53
King County,Washington,Summer,Report 1385: High pitched wailing scream echoed off mountainside.,47.425,-121.4317,1984,1385,Class B,72.32,65.3,53
King County,Washington,Fall,Report 1382: Creature observed by hunters,47.2831,-121.9258,1984,1382,Class A,49.28,42.565,53
King County,Washington,Winter,Report 7483: Morning daylight sighting around rural homes near Kent,47.39,-122.2187,1986,7483,Class A,44.21,43.22,53
King County,Washington,Spring,"Report 1388: Hiker encounters huge, upright animal at creek on Grass Mountain",47.1826,-121.7713,1990,1388,Class A,63.37,58.08,53
King County,Washington,Winter,Report 24755: Truck Driver recalls daylight sighting east of North Bend,47.48176,-121.6548,1990,24755,Class A,45.07,44.055,53
King County,Washington,Fall,Report 27473: Man recounts seeing a sasquatch while driving a logging road near Snoqualmie,47.57576,-121.7427,1991,27473,Class A,74.82,63.71,53
King County,Washington,Spring,Report 4859: Daytime sighting by horseback riders one mile from Green River Gorge Bridge,47.288,-121.9658,1992,4859,Class A,68.66,57.49,53
King County,Washington,Summer,Report 1841: Fishing guides thought they were chased onto a dam,47.41,-121.725,1994,1841,Class B,61.27,54.985,53
King County,Washington,Fall,Report 1389: Hikers hear loud vocal exchanges on Grass Mountain.,47.1998,-121.7565,1995,1389,Class B,73.7,58.99,53
King County,Washington,Summer,Report 1478: Worse than something dead smell encountered by two fishermen,47.4317,-121.7731,1996,1478,Class B,52.42,50.43,53
King County,Washington,Spring,Report 1386: Two unsusual man-like tracks discovered,47.3958,-121.5356,1998,1386,Class B,52.18,47.69,53
King County,Washington,Summer,"Report 4335: Vocalization, followed by sighting near Carnation/Fall City",47.6068,-121.9008,1999,4335,Class A,67.83,61.465,53
King County,Washington,Spring,Report 1815: Hiker encounters intimidating beating sounds and heavy running footsteps,47.1608,-121.6594,2000,1815,Class B,63.22,56.28,53
King County,Washington,Summer,Report 24568: Multiple witness sighting at Rattlesnake Lake,47.43534,-121.7666,2000,24568,Class A,66.27,57.605,53
King County,Washington,Spring,Report 12138: Hikers report possible stalking and rock/stick throwing in White River drainage near Muckleshoot Reservation,47.275,-122.195,2002,12138,Class B,53.16,49.57,53
King County,Washington,Summer,Report 26255: Woman tells of daylight sighting while hiking near Mud Mountain Dam,47.13485,-121.9418,2002,26255,Class A,73.98,62.17,53
King County,Washington,Summer,Report 8670: Hiker hears roar north of Alpental Ski Resort at Snow Lake,47.46312,-121.4454,2004,8670,Class B,61.01,51.715,53
King County,Washington,Summer,Report 9121: Outdoorsman hears vocalizations near Tinkham Campground,47.40245,-121.5633,2004,9121,Class B,86.72,74.445,53
King County,Washington,Fall,Report 9929: Hiker Hears Loud Vocalizations and Thumps,47.4352,-121.7812,2004,9929,Class B,59.32,53.045,53
King County,Washington,Spring,Report 14305: Late night sighting near Duvall,47.7393,-121.9749,2005,14305,Class A,70.41,61.14,53
King County,Washington,Summer,"Report 23062: Angler finds tracks, hears knocks and senses ominous presence east of North Bend",47.55477,-121.5354,2005,23062,Class B,65.84,58.83,53
King County,Washington,Summer,Report 12510: Vocalizations near Scenic interrupt a camper’s quiet evening,47.71167,-121.1544,2005,12510,Class B,61.24,52.2,53
King County,Washington,Fall,Report 17847: Possible late night vocalizations heard outside Redmond,47.6597,-122.105,2005,17847,Class B,57.53,54.685,53
King County,Washington,Spring,Report 34479: Woman walking dogs hears possible vocalizations and knocks in Marymoor Park,47.6633,-122.1253,2007,34479,Class B,47.85,46.21,53
King County,Washington,Winter,Report 37730: Teen views ape-like animal crossing road quadrupedally at night in Enumclaw,47.09762,-122.5368,2008,37730,Class A,45.23,43.665,53
King County,Washington,Summer,"Report 26403: Man sees large, hair-covered figure while riding on train near the Cascade Tunnel",47.70178,-121.1859,2009,26403,Class A,80.52,65.655,53
King County,Washington,Spring,Report 44946: Couple awakened by very loud howls near Maple Valley,47.34072,-122.0775,2014,44946,Class B,67.38,58.14,53
King County,Washington,Fall,Report 65650: Possible vocalizations on Little Si Trail outside North Bend,47.49488,-121.7555,2015,65650,Class B,58.32,52.23,53
King County,Washington,Spring,Report 51753: Unseen visitor unnerves 3 friends with repeated stick throwing near North Bend,47.6016,-121.6785,2016,51753,Class B,44.96,39.24,53
Kitsap County,Washington,Summer,Report 1393: Sighting by two hikers,47.7613,-122.7063,1988,1393,Class A,74.24,65.335,53
Kitsap County,Washington,Summer,Report 1390: Fisherman spots a large upright creature digging on the shore,47.5279,-122.3454,1991,1390,Class A,65.17,59.26,53
Kitsap County,Washington,Fall,Report 11918: Late night sighting by motorists near Kingston,47.79,-122.54,2000,11918,Class A,66.01,59.38,53
Kitsap County,Washington,Summer,Report 39825: Wilderness guide in Indianola observes a large bipedal subject while hunting,47.78212,-122.528,2003,39825,Class A,71.05,61.775,53
Kitsap County,Washington,Summer,Report 7441: Forest worker has many encounters with bigfoot,47.763,-122.5344,2004,7441,Class A,52.65,46.605,53
Kitsap County,Washington,Fall,Report 13721: Possible vocalizations near Indianola,47.7504,-122.535,2006,13721,Class B,54.76,48.715,53
Kitsap County,Washington,Summer,Report 14982: Jefferson Head encounter by community service group,47.74897,-122.4966,2006,14982,Class A,58.73,57.285,53
Kitsap County,Washington,Fall,Report 22816: Possible vocalizations near Indianola,47.74225,-122.5377,2008,22816,Class B,37.63,36.855,53
Kitsap County,Washington,Winter,Report 16295: Mutliple daylight sightings in Suquamish,47.45411,-122.3219,2008,16295,Class A,36.69,35.8,53
Kitsap County,Washington,Summer,Report 24129: Two very tall hairy creatures seen running down the road at night near Indianola,47.4506,-122.3234,2008,24129,Class A,76.66,65.76,53
Kitsap County,Washington,Winter,Report 28823: Driver notices a tall dark figure behind a tree near Kingston,47.77293,-122.5552,2011,28823,Class B,49.67,46.435,53
Kitsap County,Washington,Summer,Report 69614: Close-range 5:30am road crossing sighting by communting motorist five miles west of Bremerton,47.52877,-122.7197,2021,69614,Class A,70.95,60.22,53
Kittitas County,Washington,Summer,Report 3150: Three witnesses throwing rocks in lake see a Bigfoot peeking at them,47.3338,-121.2309,1965,3150,Class A,NA,NA,53
Kittitas County,Washington,Winter,Report 1895: Four hunters find large tracks in snow outside their camp,47.19944,-120.2758,1970,1895,Class B,NA,NA,53
Kittitas County,Washington,Fall,Report 77: Couple hear vocalizations while camping at Milk Lake,46.98333,-121.0922,1983,77,Class B,57.85,53.345,53
Kittitas County,Washington,Winter,Report 38013: Man recalls seeing an unknown animal walking along Hwy. 97,44.83931,-120.5688,1995,38013,Class B,NA,NA,53
Kittitas County,Washington,Winter,Report 1160: Woman hears unrecognizable vocalizations near Cle Elum,47.14472,-120.7967,1997,1160,Class B,43.9,41.21,53
Kittitas County,Washington,Summer,"Report 1394: Campers hear loud guttral, high pitched  sceams.",47.25722,-120.8908,1997,1394,Class B,71.75,62.75,53
Kittitas County,Washington,Unknown,Report 1687: Sasquatch seen while father and son were hunting elk,46.97944,-121.0939,1997,1687,Class A,48.41,43.91,53
Kittitas County,Washington,Summer,Report 175: Campers encounter large animal near Cle Elum,47.47745,-121.0415,2000,175,Class C,77.29,67.31,53
Kittitas County,Washington,Fall,"Report 423: Daylight sighting by fisherman near Easton, Washington",47.3178,-121.2802,2000,423,Class A,64.57,57.55,53
Kittitas County,Washington,Summer,"Report 9175: Just before daybreak, camper hears loud vocalization near Lost Lake",47.33515,-121.4044,2004,9175,Class B,76.63,65.27,53
Kittitas County,Washington,Summer,Report 1996: Screams wake campers on consecutive nights at Cle Elum Lake,47.2842,-121.0777,2004,1996,Class B,53.42,49.855,53
Kittitas County,Washington,Spring,Report 5136: Multible witnesses hear loud screams and have rocks thrown into camp near Cle Elum lake,47.3991,-121.1008,2004,5136,Class B,34.1,33.58,53
